accession	variant	length	category	description
BCL10712.1	NDM-5	270	Plasmid_associated	BCL10712.1 subclass B1 beta-lactamase, NDM-5 (plasmid) [Escherichia coli]
UNM43621.1	NDM-5	270	Plasmid_associated	UNM43621.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UNM33425.1	NDM-5	270	Plasmid_associated	UNM33425.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. ozaenae]
UNM33431.1	NDM-5	270	Plasmid_associated	UNM33431.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. ozaenae]
UNM33437.1	NDM-5	270	Plasmid_associated	UNM33437.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. ozaenae]
UNM33443.1	NDM-5	270	Plasmid_associated	UNM33443.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. ozaenae]
UNM33449.1	NDM-5	270	Plasmid_associated	UNM33449.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. ozaenae]
UOF38912.1	NDM-5	270	Plasmid_associated	UOF38912.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
UOO57768.1	NDM-5	270	Plasmid_associated	UOO57768.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Salmonella enterica]
UOU81145.1	NDM-5	270	Plasmid_associated	UOU81145.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UOY29940.1	NDM-5	270	Plasmid_associated	UOY29940.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UOY77358.1	NDM-5	270	Plasmid_associated	UOY77358.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG20892.1	NDM-5	270	Plasmid_associated	UPG20892.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG21384.1	NDM-5	270	Plasmid_associated	UPG21384.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG21432.1	NDM-5	270	Plasmid_associated	UPG21432.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG21735.1	NDM-5	270	Plasmid_associated	UPG21735.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG21838.1	NDM-5	270	Plasmid_associated	UPG21838.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG22533.1	NDM-5	270	Plasmid_associated	UPG22533.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG22580.1	NDM-5	270	Plasmid_associated	UPG22580.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG22916.1	NDM-5	270	Plasmid_associated	UPG22916.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG23165.1	NDM-5	270	Plasmid_associated	UPG23165.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG23384.1	NDM-5	270	Plasmid_associated	UPG23384.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG23691.1	NDM-5	270	Plasmid_associated	UPG23691.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG23762.1	NDM-5	270	Plasmid_associated	UPG23762.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Enterobacter hormaechei]
UPG23790.1	NDM-5	270	Plasmid_associated	UPG23790.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Enterobacter hormaechei]
UPG24828.1	NDM-5	270	Plasmid_associated	UPG24828.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG24924.1	NDM-5	270	Plasmid_associated	UPG24924.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG25710.1	NDM-5	270	Plasmid_associated	UPG25710.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG25846.1	NDM-5	270	Plasmid_associated	UPG25846.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG26373.1	NDM-5	270	Plasmid_associated	UPG26373.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG26468.1	NDM-5	270	Plasmid_associated	UPG26468.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG26586.1	NDM-5	270	Plasmid_associated	UPG26586.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG26661.1	NDM-5	270	Plasmid_associated	UPG26661.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG26928.1	NDM-5	270	Plasmid_associated	UPG26928.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG27076.1	NDM-5	270	Plasmid_associated	UPG27076.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG27416.1	NDM-5	270	Plasmid_associated	UPG27416.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG27554.1	NDM-5	270	Plasmid_associated	UPG27554.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG27634.1	NDM-5	270	Plasmid_associated	UPG27634.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG27675.1	NDM-5	270	Plasmid_associated	UPG27675.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG27783.1	NDM-5	270	Plasmid_associated	UPG27783.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG28145.1	NDM-5	270	Plasmid_associated	UPG28145.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG28244.1	NDM-5	270	Plasmid_associated	UPG28244.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG28309.1	NDM-5	270	Plasmid_associated	UPG28309.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG28408.1	NDM-5	270	Plasmid_associated	UPG28408.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG28481.1	NDM-5	270	Plasmid_associated	UPG28481.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG28564.1	NDM-5	270	Plasmid_associated	UPG28564.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG28690.1	NDM-5	270	Plasmid_associated	UPG28690.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG28848.1	NDM-5	270	Plasmid_associated	UPG28848.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG29294.1	NDM-5	270	Plasmid_associated	UPG29294.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG29712.1	NDM-5	270	Plasmid_associated	UPG29712.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG30135.1	NDM-5	270	Plasmid_associated	UPG30135.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG30190.1	NDM-5	270	Plasmid_associated	UPG30190.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG30391.1	NDM-5	270	Plasmid_associated	UPG30391.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG30454.1	NDM-5	270	Plasmid_associated	UPG30454.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG30663.1	NDM-5	270	Plasmid_associated	UPG30663.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG30708.1	NDM-5	270	Plasmid_associated	UPG30708.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG30830.1	NDM-5	270	Plasmid_associated	UPG30830.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG30955.1	NDM-5	270	Plasmid_associated	UPG30955.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG31065.1	NDM-5	270	Plasmid_associated	UPG31065.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG31337.1	NDM-5	270	Plasmid_associated	UPG31337.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG31526.1	NDM-5	270	Plasmid_associated	UPG31526.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG31871.1	NDM-5	270	Plasmid_associated	UPG31871.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG32073.1	NDM-5	270	Plasmid_associated	UPG32073.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG32255.1	NDM-5	270	Plasmid_associated	UPG32255.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG32363.1	NDM-5	270	Plasmid_associated	UPG32363.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG32438.1	NDM-5	270	Plasmid_associated	UPG32438.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG32624.1	NDM-5	270	Plasmid_associated	UPG32624.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG32768.1	NDM-5	270	Plasmid_associated	UPG32768.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG33347.1	NDM-5	270	Plasmid_associated	UPG33347.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG33432.1	NDM-5	270	Plasmid_associated	UPG33432.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG33531.1	NDM-5	270	Plasmid_associated	UPG33531.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG33638.1	NDM-5	270	Plasmid_associated	UPG33638.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG34082.1	NDM-5	270	Plasmid_associated	UPG34082.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Citrobacter sedlakii]
UPG34178.1	NDM-5	270	Plasmid_associated	UPG34178.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Citrobacter sedlakii]
UPJ24107.1	NDM-5	270	Plasmid_associated	UPJ24107.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia fergusonii]
UPK61561.1	NDM-5	270	Plasmid_associated	UPK61561.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPV93475.1	NDM-5	270	Plasmid_associated	UPV93475.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPZ08672.1	NDM-5	270	Plasmid_associated	UPZ08672.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
URH10478.1	NDM-5	270	Plasmid_associated	URH10478.1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
URZ93908.1	NDM-5	270	Plasmid_associated	URZ93908.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella aerogenes]
USH40176.1	NDM-5	270	Biological_protein	USH40176.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae subsp. pneumoniae]
USH40177.1	NDM-5	270	Biological_protein	USH40177.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae subsp. pneumoniae]
UPG35434.1	NDM-5	270	Plasmid_associated	UPG35434.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Enterobacter hormaechei]
UPG35605.1	NDM-5	270	Plasmid_associated	UPG35605.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UTO49498.1	NDM-5	270	Plasmid_associated	UTO49498.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTO73078.1	NDM-5	270	Plasmid_associated	UTO73078.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTO91926.1	NDM-5	270	Plasmid_associated	UTO91926.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTO87343.1	NDM-5	270	Plasmid_associated	UTO87343.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTO82815.1	NDM-5	270	Plasmid_associated	UTO82815.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTP06058.1	NDM-5	270	Plasmid_associated	UTP06058.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTO78021.1	NDM-5	270	Plasmid_associated	UTO78021.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTP01308.1	NDM-5	270	Plasmid_associated	UTP01308.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTP10752.1	NDM-5	270	Plasmid_associated	UTP10752.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTP20771.1	NDM-5	270	Plasmid_associated	UTP20771.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTY45332.1	NDM-5	270	Plasmid_associated	UTY45332.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UPG35691.1	NDM-5	270	Plasmid_associated	UPG35691.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPG35820.1	NDM-5	270	Plasmid_associated	UPG35820.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPQ41840.1	NDM-5	270	Plasmid_associated	UPQ41840.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UPQ41979.1	NDM-5	270	Plasmid_associated	UPQ41979.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UTY78015.1	NDM-5	270	Plasmid_associated	UTY78015.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UTY79237.1	NDM-5	270	Plasmid_associated	UTY79237.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UUD01506.1	NDM-5	270	Plasmid_associated	UUD01506.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UUF72692.1	NDM-5	270	Plasmid_associated	UUF72692.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UUV88042.1	NDM-5	270	Plasmid_associated	UUV88042.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UVF97670.1	NDM-5	270	Plasmid_associated	UVF97670.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UVG13662.1	NDM-5	270	Plasmid_associated	UVG13662.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UVG18588.1	NDM-5	270	Plasmid_associated	UVG18588.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UVG03203.1	NDM-5	270	Plasmid_associated	UVG03203.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UVG08682.1	NDM-5	270	Plasmid_associated	UVG08682.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UVG23695.1	NDM-5	270	Plasmid_associated	UVG23695.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella quasipneumoniae]
UVG28692.1	NDM-5	270	Plasmid_associated	UVG28692.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella quasipneumoniae]
UVG33751.1	NDM-5	270	Plasmid_associated	UVG33751.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella quasipneumoniae]
UVG40670.1	NDM-5	270	Plasmid_associated	UVG40670.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella quasipneumoniae]
UVI62094.1	NDM-5	270	Biological_protein	UVI62094.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UVI62095.1	NDM-5	270	Biological_protein	UVI62095.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UVI62096.1	NDM-5	270	Biological_protein	UVI62096.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UVJ50737.1	NDM-5	270	Biological_protein	UVJ50737.1 subclass B1 metallo-beta-lactamase NDM-5 [Pseudomonas aeruginosa]
UVJ50741.1	NDM-5	270	Biological_protein	UVJ50741.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UVN17596.1	NDM-5	270	Plasmid_associated	UVN17596.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UVT90835.1	NDM-5	270	Plasmid_associated	UVT90835.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UWB07787.1	NDM-5	270	Plasmid_associated	UWB07787.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UWB16820.1	NDM-5	270	Plasmid_associated	UWB16820.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UWC34605.1	NDM-5	270	Plasmid_associated	UWC34605.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UWC34626.1	NDM-5	270	Plasmid_associated	UWC34626.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UWC34755.1	NDM-5	270	Plasmid_associated	UWC34755.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UWM15010.1	NDM-5	270	Plasmid_associated	UWM15010.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UWM19721.1	NDM-5	270	Plasmid_associated	UWM19721.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UWP75107.1	NDM-5	270	Plasmid_associated	UWP75107.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UXI33421.1	NDM-5	270	Plasmid_associated	UXI33421.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UXI95897.1	NDM-5	270	Plasmid_associated	UXI95897.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UXO76265.1	NDM-5	270	Plasmid_associated	UXO76265.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UXP70592.1	NDM-5	270	Biological_protein	UXP70592.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70593.1	NDM-5	270	Biological_protein	UXP70593.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70594.1	NDM-5	270	Biological_protein	UXP70594.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70595.1	NDM-5	270	Biological_protein	UXP70595.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70596.1	NDM-5	270	Biological_protein	UXP70596.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
UXP70597.1	NDM-5	270	Biological_protein	UXP70597.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70598.1	NDM-5	270	Biological_protein	UXP70598.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70599.1	NDM-5	270	Biological_protein	UXP70599.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
UXP70600.1	NDM-5	270	Biological_protein	UXP70600.1 subclass B1 metallo-beta-lactamase NDM-5 [Pseudomonas aeruginosa]
UXP70601.1	NDM-5	270	Biological_protein	UXP70601.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
UXP70602.1	NDM-5	270	Biological_protein	UXP70602.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70603.1	NDM-5	270	Biological_protein	UXP70603.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae]
UXP70604.1	NDM-5	270	Biological_protein	UXP70604.1 subclass B1 metallo-beta-lactamase NDM-5 [Pseudomonas aeruginosa]
UXP70605.1	NDM-5	270	Biological_protein	UXP70605.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70606.1	NDM-5	270	Biological_protein	UXP70606.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70607.1	NDM-5	270	Biological_protein	UXP70607.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
UXP70608.1	NDM-5	270	Biological_protein	UXP70608.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70609.1	NDM-5	270	Biological_protein	UXP70609.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
UXP70610.1	NDM-5	270	Biological_protein	UXP70610.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70611.1	NDM-5	270	Biological_protein	UXP70611.1 subclass B1 metallo-beta-lactamase NDM-5 [Acinetobacter calcoaceticus]
UXP70612.1	NDM-5	270	Biological_protein	UXP70612.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UXP70613.1	NDM-5	270	Biological_protein	UXP70613.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
UYD06423.1	NDM-5	270	Plasmid_associated	UYD06423.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UYD13896.1	NDM-5	270	Plasmid_associated	UYD13896.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UZD05333.1	NDM-5	270	Plasmid_associated	UZD05333.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
UZF63955.1	NDM-5	270	Plasmid_associated	UZF63955.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UZG89764.1	NDM-5	270	Plasmid_associated	UZG89764.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UZG89765.1	NDM-5	270	Plasmid_associated	UZG89765.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
UZG89768.1	NDM-5	270	Plasmid_associated	UZG89768.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UZG89777.1	NDM-5	270	Plasmid_associated	UZG89777.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UZJ76753.1	NDM-5	270	Plasmid_associated	UZJ76753.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Salmonella enterica subsp. enterica]
UZJ71789.1	NDM-5	270	Plasmid_associated	UZJ71789.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UZR87751.1	NDM-5	270	Plasmid_associated	UZR87751.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
WAN74067.1	NDM-5	270	Biological_protein	WAN74067.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74068.1	NDM-5	270	Biological_protein	WAN74068.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74076.1	NDM-5	270	Biological_protein	WAN74076.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74080.1	NDM-5	270	Biological_protein	WAN74080.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74084.1	NDM-5	270	Biological_protein	WAN74084.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74085.1	NDM-5	270	Biological_protein	WAN74085.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74093.1	NDM-5	270	Biological_protein	WAN74093.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74094.1	NDM-5	270	Biological_protein	WAN74094.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
WAN74097.1	NDM-5	270	Biological_protein	WAN74097.1 subclass B1 metallo-beta-lactamase NDM-5 [Enterobacter cloacae complex sp.]
